날짜,평균 풍속,최저 기온,최고 기온,강수량,평균 가격
2016-03-03,0.7,-0.1,15.2,0,3672
2016-03-04,1.3,4.5,13.7,9.7,3711
2016-03-05,2.2,8.2,15.5,27.9,3711
2016-03-06,1.1,5.3,15.6,2.5,3711
2016-03-07,2.2,3.4,14.9,0,3741
2016-03-08,1.7,2.4,9.3,2.8,3806
2016-03-09,2.8,0.3,8.2,2,3878
2016-03-10,1.7,-1.9,5.7,0.1,3930
2016-03-11,1.4,-3.9,5.8,0,3924
2016-03-12,0.7,-4.2,8.7,0,3924
2016-03-13,1.2,1,8.4,0.2,3924
2016-03-14,1.3,-0.5,10,0,3808
2016-03-15,1.7,-2.5,13.3,0,3821
2016-03-16,1.2,3,16.4,0,3821
2016-03-17,0.4,0.9,18.3,0.1,3803
2016-03-18,1.2,7.9,15.4,9.3,3851
2016-03-19,1.2,5.2,16.8,0,3851
2016-03-20,1.6,3.3,13.8,0,3851
2016-03-21,2.2,2.3,15.6,0,3985
2016-03-22,2.1,2,16.9,0,3905
2016-03-23,1.8,4.1,13.6,0.5,3995
2016-03-24,1.3,1.2,12,0.2,4063
2016-03-25,1,1.4,11.1,0.2,4030
2016-03-26,1.7,0.2,12.1,0.5,4030
2016-03-27,1.4,0,14.1,0,4030
2016-03-28,2.7,0.7,17.5,0,4059
2016-03-29,2.2,4.8,18,0.1,4103
2016-03-30,1.1,6.4,20.3,0,4088
2016-03-31,1.2,4.8,20.7,0,4196
2016-04-01,1.9,4.3,22.8,0,4117
2016-04-02,1.3,5.7,21.5,0,4117
2016-04-03,1.6,8.9,15.2,9.5,4117
2016-04-04,2.1,7.6,15.6,1.8,4231
2016-04-05,1.5,5.1,19.6,0,4228
2016-04-06,2.1,5.7,21,12.2,4191
2016-04-07,2.2,9.2,18,21.9,4303
2016-04-08,2,8,21.7,0,4451
2016-04-09,2.5,8.2,22.2,0,4451
2016-04-10,2.9,8.2,21.3,0.4,4451
2016-04-11,1.5,6.8,16.1,0.2,4462
2016-04-12,0.9,6.2,19,0.6,4462
2016-04-13,2,10.9,18.2,13.1,4462
2016-04-14,1.7,9.6,21.3,0,4554
2016-04-15,1.9,6.5,21.2,0,4505
2016-04-16,4.6,7.9,20.7,29.2,4505
2016-04-17,3.5,10.1,17.2,9.5,4505
2016-04-18,2.3,8.3,18.9,1.2,4705
2016-04-19,1.3,7.4,19,0,4875
2016-04-20,1.5,7.3,20.3,0.7,4751
2016-04-21,2.6,10.9,17.3,28.8,4733
2016-04-22,1.6,11.2,24.6,0,4675
2016-04-23,1.3,10.9,20.7,0,4675
2016-04-24,1.3,7.2,22.1,0,4675
2016-04-25,1.9,7.3,24.9,0,4612
2016-04-26,3.3,8.7,25.4,1.4,4593
2016-04-27,2.3,10.8,15.5,25,4504
2016-04-28,1.7,9.6,19.2,2.4,4458
2016-04-29,2.1,8.4,20.9,0.1,4426
2016-04-30,1.8,8.8,23.8,0,4426
2016-05-01,1.7,10.4,26.1,0,4426
2016-05-02,4.1,11.8,25.9,7.8,4024
2016-05-03,6.2,11.7,19.8,26.8,3999
2016-05-04,1.4,11.7,22.3,0.2,3974
2016-05-05,1.6,9.3,26,0.8,3974
2016-05-06,2.3,13.9,22.5,1.7,3974
2016-05-07,1.4,11.3,23.6,0,3974
2016-05-08,1,9.3,24.8,0,3974
2016-05-09,1.6,13.6,23.4,0.2,4009
2016-05-10,1.6,12.2,17.2,20.1,3987
2016-05-11,2,11.4,21.7,0.9,3994
2016-05-12,2,11,25.1,0,3994
2016-05-13,1.6,11.9,22.5,0.1,3987
2016-05-14,1.9,10.5,23.9,0,3987
2016-05-15,2.8,11.7,24.3,12.6,3987
2016-05-16,1.2,9.9,21.7,5.9,3988
2016-05-17,1.3,8.6,26.6,0,3999
2016-05-18,1.1,11.4,29.3,0,3999
2016-05-19,1.4,12.4,28.8,0,3810
2016-05-20,1.1,11.9,28,0,3800
2016-05-21,1.3,12.3,27.9,0,3800
2016-05-22,1.1,12.4,28.1,0,3800
2016-05-23,1.3,12.5,27.8,0,3793
2016-05-24,1.4,15,21.3,20.3,3793
2016-05-25,1.1,13.7,25.8,0,3793
2016-05-26,1.1,15.1,25.9,0.1,3891
2016-05-27,1.3,16.8,27.5,0.1,3854
2016-05-28,1.4,16.3,27.1,0.4,3854
2016-05-29,1.7,15.7,26.5,0.6,3854
2016-05-30,1.8,14.4,28.4,0,3788
2016-05-31,1.8,15.5,28.1,0,3701
2016-06-01,1.4,15.8,26.5,0,3588
2016-06-02,1.6,13.1,27,0,3499
2016-06-03,1.1,14.3,28.3,0,3401
2016-06-04,1.7,16.3,22.9,3.9,3401
2016-06-05,1.1,15,27.3,0,3401
2016-06-06,1.1,16.8,22.6,0.7,3401
2016-06-07,1.5,17.9,25.9,0.3,3397
2016-06-08,1.2,18.1,25,1.7,3353
2016-06-09,1.2,17.4,28.3,0,3072
2016-06-10,1.5,17.7,28.8,0,3023
2016-06-11,1.2,19.3,28.6,2.1,3023
2016-06-12,1.7,20.4,26.5,2.6,3023
2016-06-13,1.6,19.2,27.7,0.1,2931
2016-06-14,0.9,18.4,27.4,0.5,2860
2016-06-15,2.2,18.7,24.9,4.8,2874
2016-06-16,2,19.1,25.9,1.7,2792
2016-06-17,1.3,17.5,29.5,0,2713
2016-06-18,1.6,17.9,29.8,0.8,2713
2016-06-19,1.2,19.8,29.2,1.4,2713
2016-06-20,1.3,18.5,28.4,5.7,2724
2016-06-21,1.9,20.1,28.1,0.3,2751
2016-06-22,1.4,20.6,26.4,7,2762
2016-06-23,1.9,19.9,29.4,0.1,2754
2016-06-24,2.5,19.9,25.2,30.3,2799
2016-06-25,1.8,18.8,27.3,0,2799
2016-06-26,0.9,17.5,29.3,0,2799
2016-06-27,1.4,17.6,27,1,2833
2016-06-28,1.2,17.8,27.4,0.5,2825
2016-06-29,1.6,19.2,26.7,0.9,2825
2016-06-30,1,20.8,29.2,1,2777
2016-07-01,1.7,22,27.6,55.2,2752
2016-07-02,0.7,21.5,27,24.6,2752
2016-07-03,1.9,20,25.3,22.3,2752
2016-07-04,1.1,20.2,24.7,53.2,2832
2016-07-05,1.5,21.5,28.6,39.5,2860
2016-07-06,1.3,21.2,27.4,27.8,2899
2016-07-07,1,20.9,29,1.2,2933
2016-07-08,1.3,20.8,31.2,1,2950
2016-07-09,1,21.2,32.1,0,2950
2016-07-10,1,21.7,31.1,0,2950
2016-07-11,1,22.2,30.3,2.9,3032
2016-07-12,1.6,22.4,28,8.2,3068
2016-07-13,1.1,22.1,29.9,0.1,3115
2016-07-14,1.6,21.4,30,2.3,3191
2016-07-15,1.9,20.7,28.7,0.8,3214
2016-07-16,1.5,20.4,23.8,27.9,3214
2016-07-17,1.4,20.7,27,0.9,3214
2016-07-18,1.1,19.7,28.7,0,3299
2016-07-19,1.3,20.4,30,0.1,3351
2016-07-20,1.2,21.6,29.8,0,3416
2016-07-21,1.2,21.5,29.7,0,3354
2016-07-22,0.7,21.7,30.7,0,3341
2016-07-23,0.9,22.2,31.2,1.7,3341
2016-07-24,0.8,23.6,32,4.8,3341
2016-07-25,1.3,24.5,31.6,5.8,3322
2016-07-26,1.2,24,32.8,0,3344
2016-07-27,1.7,24.5,32,0.9,3362
2016-07-28,0.5,24.8,32.7,0.8,3383
2016-07-29,1,24,32.1,9.7,3388
2016-07-30,1.2,25,33.3,6.7,3388
2016-07-31,1.1,24.4,33.5,4.1,3388
2016-08-01,1,23.7,32.8,2.4,3487
2016-08-02,1.4,23.6,30.9,3,3569
2016-08-03,1,23.1,31.8,1.6,3689
2016-08-04,0.7,23.4,33,0.2,3760
2016-08-05,0.9,23.3,33.6,0.2,3822
2016-08-06,1.1,23.4,34,0.6,3822
2016-08-07,1.2,24.1,34.2,1.5,3822
2016-08-08,1.2,24,34.5,4.9,3957
2016-08-09,1.2,23.9,32.6,0.6,4064
2016-08-10,1,23.9,34,0,4043
2016-08-11,1.2,24.1,35.4,0,4061
2016-08-12,1.3,24.4,35.6,0,4090
2016-08-13,1.2,24.6,35.3,0,4090
2016-08-14,1,25,34.4,1,4090
2016-08-15,1.4,25,33.8,2.6,4090
2016-08-16,1.1,24.2,33.2,4,4120
2016-08-17,0.9,23.2,33.3,0.7,4291
2016-08-18,1,23.7,33.6,0.4,4520
2016-08-19,1.2,23.8,33.6,0.4,4746
2016-08-20,1,24.1,34,0.1,4746
2016-08-21,1.3,23.2,33.8,0.2,4746
2016-08-22,1.4,23,34,1.2,5334
2016-08-23,0.9,23.6,32.2,1.8,5472
2016-08-24,1.4,22.9,33.2,0,5958
2016-08-25,2.4,21.3,33.7,2.1,6258
2016-08-26,2.2,18.3,27.2,11.3,6384
2016-08-27,1.1,17.1,27.1,0.6,6384
2016-08-28,1.3,17.3,23.3,22.8,6384
2016-08-29,1.8,16.3,25.4,3,6708
2016-08-30,3.5,16.9,24.7,1,7175
2016-08-31,1.4,18.5,25.3,7.8,7641
2016-09-01,1.4,19.6,30.2,2,7754
2016-09-02,1,19.4,24.8,28.9,7872
2016-09-03,1,19.7,27.1,20.5,7872
2016-09-04,0.9,21.1,29.4,2.1,7872
2016-09-05,0.8,21.7,29.1,1.3,7892
2016-09-06,0.9,20.2,27.8,0,8035
2016-09-07,1.3,19.9,27.9,1.3,8186
2016-09-08,1,18.6,28.2,3.2,8081
2016-09-09,1,18.9,28.5,1.4,8128
2016-09-10,1.1,18.7,27.6,5.1,8128
2016-09-11,0.9,19.3,27.3,1.2,8128
2016-09-12,1.1,19.1,25.9,7.8,7545
2016-09-13,0.8,17.7,28.2,0,7845
2016-09-14,0.7,18.7,27.7,0,7845
2016-09-15,0.8,18.2,28.2,0,7845
2016-09-16,1.7,19.6,25.3,5,7845
2016-09-17,2.4,18.8,22.8,85.6,7845
2016-09-18,2.7,18.3,22.8,6.5,7845
2016-09-19,2,17.1,24.1,0.2,8443
2016-09-20,1.1,13.9,24.4,0,8088
2016-09-21,0.9,12.7,24.1,0,7940
2016-09-22,0.8,15.8,24.6,0,7694
2016-09-23,0.8,14.4,26.1,0,7643
2016-09-24,0.6,15.4,27.1,0,7643
2016-09-25,0.7,16.1,26.6,0,7643
2016-09-26,0.4,17.9,26.5,2.2,7532
2016-09-27,1.3,20.1,26.7,5.4,7846
2016-09-28,2,18.8,24.7,7.6,7805
2016-09-29,0.7,17,21.7,1.3,7788
2016-09-30,0.6,15.9,19.9,13,7719
2016-10-01,1,16.3,22.3,2.4,7719
2016-10-02,1.3,17.8,24.4,6.1,7719
2016-10-03,2,18.9,26.9,9.6,7719
2016-10-04,1.5,16.8,27.2,0.6,7304
2016-10-05,0.7,16.7,24.2,51.1,6912
2016-10-06,1.3,14.4,24.3,0,6759
2016-10-07,1.7,14.8,22.8,9.3,6657
2016-10-08,1.6,14,21.5,23.6,6657
2016-10-09,0.8,8.8,17.8,0,6657
2016-10-10,0.8,8.4,19.1,0,6470
2016-10-11,0.8,10.2,20.6,0,6047
2016-10-12,0.8,10.8,21.2,0,5738
2016-10-13,0.7,10.6,20.2,0,5340
2016-10-14,0.7,9.2,23.1,0,5107
2016-10-15,0.5,10.6,24.3,0,5107
2016-10-16,1,13.9,18.5,18.5,5107
2016-10-17,0.8,14,23.2,0.3,4753
2016-10-18,1.1,12,22.4,0,4685
2016-10-19,1.6,12.6,23.3,0,4481
2016-10-20,1.4,11.7,22.7,0.1,4241
2016-10-21,0.9,14.9,18.8,0.4,4179
2016-10-22,3.2,13.6,21,0.4,4179
2016-10-23,0.9,11.4,17.6,2.3,4179
2016-10-24,1.1,9.5,19.4,0,4011
2016-10-25,1,11.3,19.1,13.7,3911
2016-10-26,0.9,10,18.3,0,3792
2016-10-27,0.7,9.1,19.2,0,3723
2016-10-28,1.3,12.1,16.5,5.6,3592
2016-10-29,1,7.1,14,0.7,3592
2016-10-30,1.1,2.9,15.1,0,3592
2016-10-31,1.9,4.4,11.6,0.3,3552
2016-11-01,1,0.4,9.7,0,3419
2016-11-02,1.2,-1.2,11.8,0.1,3422
2016-11-03,0.9,2.9,14.7,0.1,3233
2016-11-04,1.3,3.5,17.4,0,3218
2016-11-05,2.8,7.6,19.8,0.2,3218
2016-11-06,1.3,8.9,16.5,1.6,3218
2016-11-07,2.6,9.4,17.8,1.5,3270
2016-11-08,0.9,3.1,12.7,1.7,3255
2016-11-09,1,-0.7,10.5,0,3281
2016-11-10,1.7,2.8,12,3.1,3233
2016-11-11,0.9,4.5,15.2,0.9,3263
2016-11-12,0.6,2.9,18.2,0,3263
2016-11-13,0.9,6.9,18.3,3,3263
2016-11-14,2.3,10.2,18.7,2.3,3435
2016-11-15,1,3.4,15.2,0,3567
2016-11-16,0.6,0.3,14.3,0,3561
2016-11-17,0.7,3.3,16.1,0,3440
2016-11-18,1,3.6,15.6,12.8,3630
2016-11-19,1.3,10.6,16.7,1.2,3630
2016-11-20,0.5,7.3,17.6,0,3630
2016-11-21,2.1,6.1,14.2,0.1,3709
2016-11-22,1.6,2.5,10.9,0.9,3790
2016-11-23,1.9,-0.5,7.6,0.1,3762
2016-11-24,1.1,-3,5.5,0,3712
2016-11-25,0.4,-2.8,8.1,0,3725
2016-11-26,0.8,-2.6,4.3,2.4,3725
2016-11-27,1.6,1,8.5,0.1,3725
2016-11-28,0.7,-0.2,8.4,0,3725
2016-11-29,0.5,-2.3,10,0.2,3725
2016-11-30,3,1.2,10.7,2.5,3838
2016-12-01,1.1,0.8,10.8,0.1,3927
2016-12-02,0.7,-2.6,10,0,3927
2016-12-03,0.5,-2.6,12.1,0,3927
2016-12-04,2,1.1,10.2,0,3927
2016-12-05,2.2,2.5,13.8,0.1,3951
2016-12-06,0.4,-2.9,6.7,0,3959
2016-12-07,0.7,-4.2,7.6,0.1,3978
2016-12-08,1.7,-2.5,9.7,1.3,4057
2016-12-09,1.1,-0.5,8.9,1.3,4111
2016-12-10,0.6,-3.9,7.1,0,4111
2016-12-11,0.6,-5.7,7.8,0,4111
2016-12-12,0.7,-2.8,10.1,0.2,4044
2016-12-13,1.4,1.4,9.9,0.3,4077
2016-12-14,2.5,-1,4.7,2.5,4058
2016-12-15,1.4,-4.2,2.7,0.1,4077
2016-12-16,0.8,-6.9,2.9,0,4093
2016-12-17,0.6,-2.2,10.1,0,4093
2016-12-18,0.7,-1.1,10.6,0.1,4093
2016-12-19,0.7,3.4,10.5,4.9,4089
2016-12-20,1.4,3.3,13,0,4119
2016-12-21,3.3,3,13.7,24.2,4145
2016-12-22,3.3,4.4,15.3,14.4,4169
2016-12-23,1.1,-0.3,4.6,0.6,4163
2016-12-24,0.5,-2.3,4,0,4163
2016-12-25,0.5,-2.9,9,0.1,4163
2016-12-26,2.4,2.9,6.2,10.3,4206
2016-12-27,1,-3.2,4.5,2.1,4226
2016-12-28,1.7,-6.5,4.8,0,4200
2016-12-29,0.9,-4.5,2.1,0.2,4224
2016-12-30,0.8,-7,4.6,0,4219
2016-12-31,0.5,-2.9,7.1,0,4219
2017-01-01,0.8,-1.5,9.6,0,4219
2017-01-02,1.3,0.4,11.3,0,4382
2017-01-03,0.8,-0.9,9.8,0,4355
2017-01-04,1.9,-1.3,10.6,0,4380
2017-01-05,0.7,-0.7,8.5,2,4379
2017-01-06,0.6,0.8,10.5,0.1,4354
2017-01-07,1.1,-1.4,9.5,0.1,4354
2017-01-08,3,3.9,11.9,1.6,4354
2017-01-09,2.6,-0.5,8.1,0.1,4279
2017-01-10,2.8,-2.9,4.7,0,4279
2017-01-11,2.5,-6.2,2.8,0,4279
2017-01-12,2.5,-3.7,5.6,0.2,4279
2017-01-13,3.2,-5.9,2.8,0.3,4108
2017-01-14,1.3,-7.8,-1.8,0,4108
2017-01-15,0.8,-10.6,1.6,0,4108
2017-01-16,0.9,-8.8,4.4,0,4108
2017-01-17,0.8,-7.8,5.8,0,4108
2017-01-18,0.8,-4.5,5.9,0,4092
2017-01-19,1.9,-5,6.8,0,4092
2017-01-20,1.1,-5.4,1.4,3.3,4092
2017-01-21,3.6,-8.1,2,0.6,4092
2017-01-22,1.5,-6.9,0.1,0.6,4092
2017-01-23,1.2,-9.9,-1.1,0.1,4019
2017-01-24,1.1,-10.1,1.5,0,3987
2017-01-25,0.8,-9.7,3.3,0,3987
2017-01-26,3,-9.1,6.8,0.1,3987
2017-01-27,0.6,-3.7,6.6,1.2,3987
2017-01-28,0.4,-7.3,8.3,0,3987
2017-01-29,2.9,0.9,5.7,3.9,3987
2017-01-30,1.2,-5.5,3.2,1.1,3987
2017-01-31,2,-8.7,3.7,0,4008
2017-02-01,1.4,-5.4,4.2,0,3980
2017-02-02,1.1,-7.5,6.1,0,3990
2017-02-03,0.6,-3.8,8.6,0,3990
2017-02-04,1.7,-2.3,9.9,0.8,3990
2017-02-05,2.5,1.8,7.5,1.1,3990
2017-02-06,0.7,-2.6,4.7,0,3990
2017-02-07,1.7,-4.7,6.3,0,4001
2017-02-08,3,-3.6,5.3,0,4001
2017-02-09,3.4,-5,1.2,0.1,4010
2017-02-10,2.1,-6.8,-0.5,0.6,4010
2017-02-11,1.5,-7.5,1.8,0.1,4010
2017-02-12,1.2,-6.1,5.4,0,4010
2017-02-13,1.2,-5.9,7.3,0.3,4038
2017-02-14,1.1,-3.4,7.6,0,4010
2017-02-15,1.7,-5.3,11,0,4010
2017-02-16,3.5,-2.8,14.5,1.4,4010
2017-02-17,2.9,-1,12,1.7,4010
2017-02-18,0.9,-4.6,5.1,0,4010
2017-02-19,2.8,-5,10,2,4010
2017-02-20,0.9,-3,9.6,5.4,4010
2017-02-21,0.8,-6.2,7.9,0,4010
2017-02-22,3.5,0.3,5.9,16.1,4010
2017-02-23,2.1,-2,5,0,4010
2017-02-24,1.8,-4.7,6.1,0,4010
2017-02-25,1.1,-2.6,9.2,0,4010
2017-02-26,1,-2,10,0,4010
2017-02-27,1.3,-2.5,11.1,0.1,4010
2017-02-28,1,-2.5,13,0,4018
2017-03-01,2.3,0.7,12.7,2.1,4018
2017-03-02,1.2,-0.7,6.9,2,4018
2017-03-03,1,-3.2,11.7,0,4002
2017-03-04,1.5,-1,13.7,0,4002
2017-03-05,3,-0.3,13.8,0.2,4002
2017-03-06,3.6,-1.1,7,0.3,4002
2017-03-07,2.8,-3.2,4.4,0.5,4002
2017-03-08,3.6,-3.8,6.3,0,4002
2017-03-09,2.1,-1.6,11.3,0,4002
2017-03-10,1.3,-1.3,12.7,0,4002
2017-03-11,1.4,-2.2,15.8,0,4002
2017-03-12,1.8,0.2,16.4,0,4002
2017-03-13,1.8,2.7,13.7,0,4002
2017-03-14,0.9,0.6,11.4,0.6,4089
2017-03-15,1.5,-1.8,12.2,0,4089
2017-03-16,1.3,-1.4,13.1,0,3986
2017-03-17,1.6,-1.2,15.5,0,3986
2017-03-18,1,2.3,16.8,0,3986
2017-03-19,1.1,0.7,17.9,0,3986
2017-03-20,1.6,2.1,13.6,2.8,3942
2017-03-21,1.6,2.4,12.5,1.5,3942
2017-03-22,1.6,-0.6,14,0,3942
2017-03-23,1.3,3.8,15.1,0.1,3942
2017-03-24,1,2.3,13.3,0,3938
2017-03-25,1.2,4,9.7,6,3938
2017-03-26,1.9,2.8,10.8,1.2,3938
2017-03-27,0.8,2.4,10.8,1.3,3930
2017-03-28,1.4,0.7,13.6,0.7,3953
2017-03-29,1.2,4,14,1.1,3917
2017-03-30,1.9,2.8,18.4,0,3927
2017-03-31,1.2,6.2,12.1,3.8,3918
2017-04-01,1.9,4.1,12.3,3.4,3918
2017-04-02,1.7,1.7,15.1,0,3918
2017-04-03,1.6,2.9,20.2,0,3918
2017-04-04,1.2,4.1,21.9,0,3918
2017-04-05,2.2,10.2,16.2,17.7,3895
2017-04-06,1.1,10.5,17.1,9.8,3881
2017-04-07,2.1,8.5,21.9,0,3881
2017-04-08,2.7,8.1,23.1,0,3881
2017-04-09,2.3,9.2,18.2,0.6,3881
2017-04-10,1.9,8.3,19.5,0.1,3881
2017-04-11,2.8,8.4,18.2,10.8,3881
2017-04-12,2.4,7.2,17.7,0,3803
2017-04-13,2.6,4.6,20.3,0,3830
2017-04-14,2,8.5,20.5,0.9,3790
2017-04-15,1.3,11.3,24.8,0.1,3790
2017-04-16,1.1,10.3,26.6,0,3790
2017-04-17,2.1,10.8,17.2,15.3,3829
2017-04-18,3.2,8.6,20.1,3.1,3714
2017-04-19,1.4,7.4,19.4,0,3701
2017-04-20,1.7,8.9,17.6,0.9,3648
2017-04-21,1.1,7.1,19.9,0,3681
2017-04-22,1.9,7,20,0.1,3681
2017-04-23,1.9,6,21.8,0,3681
2017-04-24,2.3,6.4,22.5,0,3612
2017-04-25,3,11,22.4,0.8,3607
2017-04-26,2.4,10.1,20.1,1.2,3601
2017-04-27,2.6,6.4,19.3,0,3627
2017-04-28,2.4,6.2,23.3,0,3649
2017-04-29,2.2,8.2,25,0,3649
2017-04-30,1.8,11.9,27.7,0,3649
2017-05-01,1.3,11.3,25.4,0,3649
2017-05-02,1.1,9.4,24.7,0,2987
2017-05-03,1.2,9.5,27.2,0,2987
2017-05-04,2.5,11.3,26.4,0.3,2809
2017-05-05,3.9,15.6,25.1,3.7,2809
2017-05-06,2.8,11.1,22.6,0,2809
2017-05-07,1.6,9.2,24.7,0,2809
2017-05-08,1.6,10.3,24.9,0,2807
2017-05-09,1.4,12.9,19.1,11.2,2807
2017-05-10,1.3,12.6,19.7,1.1,2782
2017-05-11,0.9,12.3,25.8,0.3,2171
2017-05-12,2.3,14.4,21.8,1.7,2163
2017-05-13,4.1,12.3,24.5,2.9,2163
2017-05-14,2.3,11.3,22.7,0,2163
2017-05-15,1.7,10.2,21.7,0,2127
2017-05-16,1.4,11.1,22.2,0,2096
2017-05-17,1.5,11,24.7,0.7,2133
2017-05-18,1.9,11.5,27.4,0,2060
2017-05-19,1.7,13.5,29.5,0,2005
2017-05-20,1.7,13.8,28.4,0,2005
2017-05-21,1.4,13.8,27.9,0,2005
2017-05-22,1.6,13.1,27.3,0,1974
2017-05-23,1.4,13.7,25.5,1.4,1974
2017-05-24,2.6,16,25.4,3.6,1974
2017-05-25,2,13.2,27.8,0,2087
2017-05-26,1.5,10.9,21.7,0,2096
2017-05-27,2.1,9.8,25.1,0,2096
2017-05-28,2.1,11.8,28.3,0,2096
2017-05-29,1.9,16.6,30.6,0,2093
2017-05-30,1.3,16.2,30.4,0,2086
2017-05-31,1.1,16.5,27.9,2.5,2105
2017-06-01,2,16.2,27.3,2.6,2004
2017-06-02,2.4,12.3,25.6,0.1,1995
2017-06-03,1.8,14.2,25.3,0.2,1995
2017-06-04,1.7,11.5,27,0.2,1995
2017-06-05,1.6,13,27.6,0,2010
2017-06-06,1.6,14.5,21.7,10.7,2010
2017-06-07,2.6,15.9,21.2,5.5,2050
2017-06-08,2.2,15.9,26.4,0,2181
2017-06-09,1.8,15.5,28.6,0.4,2272
2017-06-10,1.6,16.6,26.6,0.4,2272
2017-06-11,1.9,14.2,27.1,0.9,2272
2017-06-12,1.5,14.7,24.8,0,2289
2017-06-13,1.9,14.7,25.4,2.1,2283
2017-06-14,1.8,14.4,27.2,0,2275
2017-06-15,1.2,16,29.8,0,2255
2017-06-16,1.4,16.4,28.7,0,2247
2017-06-17,1.4,16.3,29.3,0,2247
2017-06-18,1.4,16.3,31.2,0,2247
2017-06-19,1.2,17.1,31.7,0,2251
2017-06-20,1.9,18.1,28.7,2.1,2247
2017-06-21,1.6,18.7,29.1,0.3,2252
2017-06-22,1.2,18.2,30.3,0,2267
2017-06-23,1.1,18.6,31.5,0,2259
2017-06-24,1.4,19.3,29,2.5,2259
2017-06-25,1.7,19.1,28.2,10.4,2259
2017-06-26,1.7,19.6,26.8,12.4,2285
2017-06-27,1.5,19.7,28.1,3,2284
2017-06-28,1.1,19.8,29.9,1.5,2256
2017-06-29,1.3,20.4,28.6,5.2,2301
2017-06-30,1.3,20.8,30.4,0.3,2285
2017-07-01,1.5,22.6,29,4,2285
2017-07-02,2.5,23.3,28.8,23.3,2285
2017-07-03,1.6,23.5,29.1,29.4,2356
2017-07-04,0.9,22.9,29.8,20.7,2394
2017-07-05,1.3,22.5,31.2,1.7,2482
2017-07-06,0.8,22,30.5,15,2594
2017-07-07,0.6,22.9,29.1,4.4,2570
2017-07-08,0.9,23.4,28.6,24.4,2570
2017-07-09,0.7,23.4,32,9.6,2570
2017-07-10,1.9,24.1,28.5,26.7,2539
2017-07-11,1.3,23.2,30.7,4.8,2588
2017-07-12,1.3,23.1,32.6,0,2810
2017-07-13,1.2,22.2,33,0,3051
2017-07-14,1.5,22.9,33.2,9.8,3199
2017-07-15,1.2,23.1,28.4,20.7,3199
2017-07-16,1.7,23.7,30.4,25.1,3199
2017-07-17,1.3,23.4,30.6,6.2,3414
2017-07-18,0.9,23.1,30,3.4,3709
2017-07-19,1.1,23.5,32.8,0,3879
2017-07-20,1.3,23.8,33.6,0,4052
2017-07-21,0.7,25.5,34.1,0.7,4217
2017-07-22,0.6,24.8,32.2,4.6,4217
2017-07-23,0.6,24.4,29.5,13.2,4217
2017-07-24,1.7,24.9,31.2,10,4381
2017-07-25,1.5,23.9,31,10.7,4891
2017-07-26,0.8,21.7,30.8,0,5055
2017-07-27,0.6,20.4,31.1,0.3,5376
2017-07-28,1.1,22.2,30.2,11.3,5293
2017-07-29,1,23.4,28.5,7.4,5293
2017-07-30,0.7,23,30.6,0.8,5293
2017-07-31,1,23.1,27,19.9,5274
2017-08-01,0.9,22.9,31.9,2.2,5481
2017-08-02,1.5,23.8,32,0.4,5409
2017-08-03,0.9,23.1,31.9,0,5438
2017-08-04,1,23.5,33.9,0,5401
2017-08-05,1.2,24.7,35.1,0.6,5401
2017-08-06,1.7,25.1,34.8,1.7,5401
2017-08-07,1.3,24.8,33.8,1.6,5478
2017-08-08,0.9,23.5,32.3,0.4,5420
2017-08-09,0.8,23.5,28.4,11.6,5329
2017-08-10,1.5,23.4,29.1,15.7,5273
2017-08-11,1.4,22.3,31.2,8.8,5426
2017-08-12,2.1,21.8,30.3,0.8,5426
2017-08-13,2,21.4,26.8,3.1,5426
2017-08-14,1.8,21.4,25.1,42.9,5450
2017-08-15,2,21.6,25.2,29.1,5450
2017-08-16,1.1,22,28.3,6.4,5781
2017-08-17,1,21.8,28.7,5.3,5924
2017-08-18,1.2,21.7,29.9,6,6024
2017-08-19,1.6,21.9,29.1,8.1,6024
2017-08-20,0.9,22.7,27.8,24.6,6024
2017-08-21,1.5,23,29.4,26,6535
2017-08-22,1.2,23.4,31.6,8.2,6576
2017-08-23,3.2,24.4,32,10.6,6677
2017-08-24,1.3,24.7,31.6,14.4,6743
2017-08-25,1.2,21.2,31.3,3,6600
2017-08-26,0.7,17.9,29.6,0,6600
2017-08-27,1.1,16.6,28.6,0,6600
2017-08-28,2,18.3,28.8,8.4,6768
2017-08-29,1,18.2,26.9,1.1,6800
2017-08-30,1.1,16.6,24,0,6868
2017-08-31,1.2,15.5,27.3,0,6875
2017-09-01,1.1,16,27.6,0,6958
2017-09-02,0.9,15.3,26.5,0,6958
2017-09-03,1,15.3,27.8,0,6958
2017-09-04,0.9,17,27.7,0,7125
2017-09-05,0.6,18.1,23.4,1.6,6741
2017-09-06,1.2,18.5,23.9,15.4,6928
2017-09-07,1,17.8,26.9,1.2,6775
2017-09-08,0.9,17.7,28.8,0,6770
2017-09-09,0.9,17.4,28.8,0,6770
2017-09-10,1.1,18,27.4,0.2,6770
2017-09-11,1.2,18.2,23.6,46.6,6740
2017-09-12,1.1,17.1,27.8,0,6804
2017-09-13,1,14.4,27.2,0,6686
2017-09-14,2.1,13.6,27.2,0,6655
2017-09-15,2.2,16.5,25.3,0,6472
2017-09-16,2.1,16.1,24.8,0.1,6472
2017-09-17,1.2,17,26.1,1.8,6472
2017-09-18,1.1,15.2,27.2,0,6423
